2000 100000
1051 1787 763
1728 1098 667
1281 1288 59
1232 335 242
1340 1172 183
1650 545 245
741 1959 834
589 1174 455
1317 944 832
1629 1868 27
583 274 136
1656 1287 534
1551 1664 197
1618 1638 985
1412 1552 271
724 141 989
1374 1883 616
787 652 972
1397 988 502
724 451 293
1534 1303 601
1352 1269 712
127 35 369
608 211 900
1836 717 476
936 132 403
559 1706 564
659 1428 564
24 988 558
82 1727 652
1582 662 493
901 204 978
134 1804 940
798 5 461
164 1102 413
835 990 468
210 1047 785
1632 1785 922
792 752 635
52 783 413
675 1675 778
796 1201 457
222 915 330
359 1276 305
290 1491 608
284 1863 402
59 364 581
1948 29 272
1694 289 796
1717 376 516
1754 554 51
1348 180 668
289 993 340
584 1768 176
219 45 619
928 1780 930
1270 615 559
1654 1535 305
1390 1043 563
1791 776 586
1928 1247 201
360 182 409
1346 693 644
1331 1213 846
762 1198 576
97 857 504
841 35 439
1780 1321 172
235 537 461
1404 1426 459
1125 1625 814
1928 773 38
1345 1459 620
858 340 80
986 117 409
1354 1509 962
478 50 17
1481 437 527
1813 772 115
1140 723 573
1079 456 278
1307 592 128
877 1543 557
461 441 21
768 1955 67
654 406 849
650 25 248
506 1789 63
1574 252 810
584 591 814
1558 1281 303
1153 1081 327
1419 651 781
571 100 105
1321 253 303
721 1094 706
376 996 14
1777 1532 217
733 866 497
696 1319 341
1715 1943 582
1207 229 606
1554 158 252
476 607 163
473 276 713
491 1509 994
534 1179 123
1835 1008 188
560 283 629
1867 1632 443
1646 1309 806
54 494 366
1980 1406 122
1706 121 54
1394 983 498
1719 1054 571
827 1128 554
82 1355 786
1069 867 453
1287 978 623
872 461 807
1926 1086 906
1208 1435 866
1736 1984 571
305 506 214
508 1011 479
1759 1926 594
268 1731 471
712 886 31
1542 432 772
213 1724 541
442 1371 192
1801 509 204
1904 1061 804
1855 1607 122
1052 1813 645
1433 608 153
335 597 156
65 1765 124
1660 356 405
1955 80 616
1851 323 508
493 763 616
173 473 106
609 662 534
1473 73 829
613 1539 110
1489 1981 582
1545 1478 1000
1999 638 309
417 1729 826
1115 247 293
660 564 444
796 1822 86
1331 894 476
440 1907 578
716 1875 251
1537 890 388
1834 1235 560
1476 1348 892
637 1244 346
1900 730 536
983 1335 68
1838 810 770
1548 59 526
1720 419 458
828 1093 982
1226 554 557
538 1265 195
1505 1985 375
1585 1702 115
1389 356 936
921 1968 779
1517 746 564
219 753 59
1700 1566 434
1485 1555 761
153 876 949
421 1056 130
1709 1152 365
1282 161 268
1752 1614 310
339 1472 593
311 1760 198
1253 654 924
1334 1473 134
303 1895 712
1241 1629 877
412 1621 283
279 1953 108
1046 660 788
467 1529 753
235 609 170
1910 582 784
1511 1972 194
1820 110 630
1045 1986 396
537 1487 596
1284 563 257
1166 941 433
1509 1241 679
1452 798 21
1573 1302 508
415 246 185
804 1524 326
1713 1804 854
250 1498 763
663 1262 885
598 791 631
366 1007 523
1400 480 108
472 443 165
1616 188 124
145 605 902
1977 1340 462
951 261 902
1843 1750 217
1491 294 913
1934 605 624
1153 242 979
1951 226 278
1647 406 117
1687 1346 649
1032 283 47
436 1943 470
1833 845 277
1762 1297 885
1976 1052 378
415 203 194
1448 1240 747
1433 1788 909
1321 536 573
519 1501 199
337 977 279
373 1536 620
660 1063 566
309 350 46
1512 1379 213
69 1388 114
794 998 829
121 1184 925
304 130 795
156 54 664
1661 1272 636
1069 960 22
718 680 176
1765 1828 668
1102 944 176
1587 603 912
1364 525 803
1857 394 44
1760 585 316
1571 1560 598
1924 1561 357
1805 99 525
1364 1746 951
1625 1301 255
1922 1211 707
1492 1882 257
715 1301 951
1325 1178 780
1578 296 605
372 518 147
1361 702 907
1344 1987 286
825 481 235
1663 1216 70
986 720 248
1416 199 425
1154 1177 344
756 1373 767
1780 1616 804
974 1670 667
1429 144 902
1913 222 91
1659 1120 621
1705 115 903
1338 114 828
1561 1751 668
1590 968 995
724 1713 911
143 944 130
50 1280 520
1479 390 939
794 742 114
1520 11 260
1737 1182 381
1569 701 580
921 467 867
1071 1679 13
1673 1092 280
504 1422 619
742 1154 205
325 669 343
326 990 507
1980 996 930
397 1457 937
575 445 631
320 1701 553
216 793 183
998 1957 109
1368 315 668
972 1336 944
1969 678 678
973 1203 917
1182 1442 632
549 1157 836
1973 555 449
699 1473 845
719 1505 691
143 1812 880
799 461 172
798 994 663
558 1727 244
816 1182 364
1179 1220 698
1939 641 433
798 1150 488
53 1669 201
815 1036 345
1237 1760 603
1231 1511 496
1062 1724 410
108 656 30
1387 1169 592
289 1465 565
307 1562 591
1813 26 642
1285 1218 850
770 736 908
1744 1017 314
996 123 200
760 585 466
1868 42 910
667 1816 404
731 1477 845
1497 846 849
913 730 547
718 721 285
1159 134 65
288 449 881
1477 117 745
804 1608 661
596 1644 80
24 569 612
724 559 275
1901 792 590
1066 1421 155
633 1048 931
1912 1037 914
1724 1696 764
312 331 720
77 1912 258
1115 963 851
1827 79 535
472 898 169
41 1370 403
782 296 856
611 1424 762
1700 246 968
304 1838 235
630 1703 184
266 333 121
1624 315 484
1199 1967 539
426 148 130
449 298 457
1390 1044 180
240 1545 413
1122 1913 801
1503 447 952
738 48 740
159 38 42
1305 1362 234
464 237 182
326 949 667
1833 1682 363
258 155 380
1087 614 643
1832 1864 524
1271 1266 476
1622 608 277
1238 739 248
704 1216 603
1148 754 213
220 375 685
376 1062 688
1823 302 635
580 581 724
565 1228 873
961 1263 646
130 1201 831
1601 1025 831
342 1958 325
1737 884 44
1376 1033 849
1384 1056 670
1432 1337 999
1507 733 475
1842 1316 695
1846 631 557
318 47 406
1532 784 191
1135 966 126
1964 42 656
1839 472 791
519 1692 522
1645 1338 673
247 367 577
845 542 257
1682 427 888
1715 98 531
1950 928 712
87 799 299
479 1529 80
1680 340 490
1503 1617 632
1795 922 415
1524 65 63
1176 328 47
739 1655 213
1814 593 135
127 1570 56
1197 371 965
479 788 54
1316 282 74
1757 1980 432
1397 681 525
367 804 64
840 994 745
1426 1034 814
907 319 282
865 1443 63
819 891 616
1400 1090 253
719 757 573
823 733 798
1645 1135 686
1850 737 432
98 585 382
1320 1057 279
23 1590 448
964 1664 888
89 169 752
1369 1660 242
1865 1898 178
1739 1369 420
990 1831 471
468 1769 647
1800 996 176
1310 778 427
1695 280 339
1696 55 472
391 1621 531
571 431 918
1778 1643 160
1549 416 255
705 1208 337
1834 1456 995
737 1921 977
1084 32 208
1669 1300 49
1170 1117 778
1456 1730 62
97 518 873
1812 1825 50
245 1492 421
555 807 979
1255 570 847
962 370 644
1770 1058 141
1822 233 441
1561 1776 746
321 61 872
187 1483 423
1079 722 801
309 1128 241
1276 145 77
610 1530 175
926 359 906
1743 1329 750
1871 539 415
850 1743 368
142 1699 342
824 1310 713
1633 1781 572
24 587 498
1608 1570 888
854 1552 150
1035 691 222
736 194 78
259 1056 85
710 1228 909
1627 1454 551
1984 1097 697
513 662 40
1832 1547 322
1595 1818 580
750 781 943
1053 1895 839
660 1156 555
1434 814 608
1501 656 334
1680 1541 902
489 1300 645
1005 1693 121
1946 1875 104
1441 360 801
1505 1948 36
974 708 689
237 1334 855
714 1966 655
1293 1807 654
1546 1036 264
1438 1952 40
1489 305 263
424 592 215
614 624 287
1982 208 606
709 72 454
841 377 846
1407 1624 733
1350 1679 677
1718 1879 154
462 374 642
176 51 788
717 763 865
753 719 515
1556 1836 788
1843 34 993
1007 1829 59
1945 268 571
540 941 714
1102 261 679
973 428 636
224 106 138
1062 1386 538
1042 435 178
195 447 510
77 380 495
376 85 770
1114 1067 984
1299 1620 310
376 407 380
1480 1242 546
490 1103 464
644 514 287
919 1492 443
1524 1579 920
631 288 852
252 1242 868
1170 483 609
1568 261 421
1643 1498 318
1821 1807 688
1386 807 648
1226 660 66
1241 494 80
638 1234 441
1305 859 525
1021 1730 251
938 20 943
1223 746 691
250 1685 984
1436 1857 984
1046 1734 592
1072 108 168
1818 391 578
477 436 640
948 1178 531
1674 1377 424
666 411 689
1783 1260 100
1400 1828 631
1256 1989 728
482 1759 346
600 1921 692
530 1288 249
1634 1799 435
1131 670 673
1905 448 33
1258 626 465
765 1847 684
1690 1939 428
829 1712 407
373 1539 562
1591 212 667
1776 1908 390
1030 706 673
1680 746 295
662 1348 60
1413 352 238
597 1542 423
39 436 962
1908 106 149
432 1708 203
369 542 823
970 1911 260
1493 1041 822
743 923 163
1629 113 955
1448 763 108
421 1686 206
1810 12 768
1921 1035 589
728 1111 908
906 216 378
1562 654 748
1020 1085 357
221 802 205
1 1017 837
391 508 585
1554 763 961
1893 1082 423
369 1932 53
655 59 687
1319 203 840
1725 203 187
912 1630 288
1594 267 937
651 1504 408
1318 1929 998
22 111 875
1999 389 902
1776 1429 581
448 979 861
859 840 494
774 72 262
1701 1342 276
1651 196 384
283 1610 225
887 1454 443
1335 595 419
942 945 266
637 1887 750
829 1653 510
106 963 359
1688 471 442
1296 887 629
1752 1371 921
92 454 610
550 1196 451
67 196 834
978 1055 694
93 333 434
885 593 621
336 1355 640
60 78 749
746 667 837
1187 376 181
1287 1984 887
333 1793 525
1273 1819 390
368 731 245
1283 1250 322
1248 123 758
1686 1379 841
1672 1584 732
249 474 733
1190 1899 636
562 548 151
1635 1716 844
1817 666 712
426 674 322
794 776 180
492 1617 793
27 1104 753
757 289 922
536 649 187
769 1497 768
1446 1274 724
1175 41 32
1339 707 724
999 674 574
823 297 136
658 1983 313
708 1551 22
1588 1455 53
565 1786 230
1765 1584 597
524 1022 175
1341 1828 903
806 858 565
270 1548 238
489 569 533
1850 86 858
1877 1813 278
1801 1010 840
1500 1755 669
1121 187 470
1465 1237 485
541 170 154
385 38 39
275 1799 86
521 1305 611
1974 399 655
477 586 829
618 738 860
1604 1700 949
1873 521 196
972 693 114
1285 46 51
1191 1291 631
966 285 537
1021 475 153
1625 1155 517
1743 406 639
1692 845 152
1439 417 877
1699 1334 868
246 948 97
425 269 499
647 1173 899
1498 418 543
1924 1273 472
925 1660 918
787 1051 29
696 1512 324
721 1510 539
456 351 367
972 1203 80
1100 1361 314
648 141 761
1166 1226 857
510 571 861
1952 861 59
1371 1348 500
510 1433 112
1006 1575 426
640 929 809
569 1962 331
481 554 525
241 1437 271
702 1316 490
1174 1266 56
344 1618 617
1111 842 201
1630 1305 360
1990 63 838
1396 1507 283
206 626 521
853 1542 104
1023 586 377
1647 845 903
1969 953 937
1040 266 992
297 1380 912
569 1297 569
64 1092 882
911 1217 140
880 1626 780
1485 853 939
1209 1888 995
818 1788 535
1420 1088 850
1204 110 371
1479 1012 458
221 821 452
407 1582 580
666 711 462
1472 346 955
495 1983 637
1630 90 302
294 1323 388
31 1704 195
879 1847 746
772 1439 760
670 389 718
498 1050 914
115 522 64
1800 20 126
1499 246 959
1270 1398 281
1135 826 360
1909 567 516
179 1249 857
928 1607 709
326 143 234
940 1680 177
288 474 472
1061 1369 549
1895 319 141
797 735 569
243 108 914
399 953 595
1988 831 473
1724 1274 595
1361 952 704
774 1444 144
1871 1160 402
298 37 806
875 1913 709
1204 1552 392
343 829 407
1222 178 52
964 1619 363
535 1576 951
1769 1383 117
219 201 151
422 237 640
1216 1405 292
615 1273 337
1370 1244 564
678 1741 940
890 342 116
567 1059 465
676 208 589
1519 666 209
1535 607 645
1085 1100 819
746 244 917
1788 325 776
495 1676 623
492 591 88
78 1725 606
1654 638 655
1363 1677 584
746 930 171
27 468 535
980 270 436
1706 1791 372
228 985 185
443 1072 140
1470 1507 214
1349 723 329
345 356 446
203 660 961
257 1526 438
1067 217 881
1745 1028 766
1426 1984 722
1272 1823 173
494 1125 361
1398 387 90
1088 697 974
53 782 960
1823 176 718
918 1990 666
169 1804 556
62 1852 41
679 973 536
408 1028 40
1252 1938 299
1063 540 381
1542 1463 405
1216 112 831
510 1510 562
1936 1169 860
1615 572 109
530 54 880
290 597 106
1733 1472 321
1571 486 851
530 1485 576
228 946 873
468 1512 155
730 1288 300
1861 218 696
1375 1964 612
554 1056 223
217 648 992
634 783 539
940 472 890
483 1148 792
1256 960 539
94 1044 747
285 1117 339
1042 1991 669
1705 1956 295
1302 1328 877
1551 501 735
1591 1832 664
179 127 679
1111 118 207
22 349 753
1765 1660 101
1815 49 657
1836 1251 938
18 1092 334
1331 866 399
0 276 14
1948 1473 551
1486 422 186
728 569 99
1347 690 375
1209 592 431
640 1004 694
1624 1129 957
591 1341 943
1758 1150 212
732 689 611
1610 67 837
1929 1018 347
1123 1861 35
674 158 434
1928 1958 708
983 1781 819
33 1803 441
1429 1738 730
483 936 970
918 133 615
673 738 799
1973 586 367
1070 1508 595
1056 1884 809
507 304 657
1640 296 127
610 1446 53
894 1540 455
1171 1640 338
1471 827 822
1997 1088 875
586 1718 895
1012 1154 278
769 2 437
1849 1203 33
64 1963 868
836 1711 379
1884 1740 653
405 1682 919
96 519 544
70 1041 991
665 1086 52
596 125 218
111 955 573
1744 794 204
829 319 585
198 1632 147
1162 1253 488
510 675 669
1995 1500 884
1618 852 318
1109 359 880
1359 1217 240
1314 160 358
886 1692 663
709 185 98
1244 1075 539
156 1228 535
218 257 877
1241 1699 635
1188 1270 604
598 365 615
1788 1434 172
1099 729 767
1176 1582 198
1441 300 898
952 40 429
1226 472 583
1238 820 166
1447 1608 978
1395 961 386
1823 856 453
691 1769 582
474 1803 435
1568 865 928
138 1216 641
371 632 942
428 628 30
952 867 805
1442 106 249
715 976 992
93 1414 254
1949 563 620
1085 1813 264
1520 566 209
332 1671 582
547 447 686
1792 1899 540
1050 172 447
470 1094 709
277 230 699
1270 1282 478
1883 67 386
619 848 439
731 1193 762
978 747 326
357 1255 612
914 1851 877
1921 193 407
1198 363 370
1701 1801 380
1933 1091 297
1657 577 114
367 1568 959
541 1223 614
674 1910 972
962 1312 745
1262 461 846
1187 764 998
749 1643 980
1821 1354 979
1480 654 685
1786 602 982
279 1683 900
1591 67 835
1438 598 127
863 1008 921
833 145 700
411 765 21
381 1944 212
1727 1285 232
141 52 838
272 668 656
771 471 183
1601 624 418
490 1475 330
1015 711 268
1196 1005 413
956 48 665
807 56 160
1697 53 942
1762 861 709
1834 1601 778
1395 1500 308
352 1873 589
158 1316 631
1779 347 915
1415 244 619
346 1489 11
766 310 56
283 1995 76
466 51 629
1976 1128 243
625 1867 409
1461 1356 894
198 1325 517
224 1640 175
1928 1590 829
865 1353 588
142 1780 405
1501 745 666
1532 1874 590
1114 1689 36
171 1650 274
1282 19 542
1399 650 125
1476 780 634
119 916 394
1136 1669 884
513 1079 181
360 1116 535
114 651 235
362 1856 753
52 1676 194
399 1958 767
1568 609 776
1818 1219 664
680 1615 616
571 180 477
11 1605 250
1206 787 712
257 785 256
1984 333 91
1310 192 749
1842 452 419
1983 1250 317
1366 826 184
1381 110 378
1213 934 259
344 1668 174
3 1628 923
1881 285 332
1597 60 926
1897 1507 519
531 1264 880
312 1996 407
96 817 185
1507 1701 731
1996 826 647
734 1729 257
1128 1189 488
328 1897 23
1909 1537 686
1008 693 148
1979 1478 616
1977 1790 292
1328 914 957
1155 768 491
380 941 560
1872 1380 127
1209 1924 281
819 1444 151
1124 777 717
1489 97 739
1197 856 413
542 1785 422
1901 831 814
951 1271 485
949 1560 47
1237 268 740
963 1659 411
1340 880 638
977 344 448
638 1842 865
875 449 685
113 1079 420
720 284 861
414 705 553
1052 919 27
1764 1738 232
929 523 831
1494 1693 739
299 1344 494
346 1178 517
715 1065 876
1871 1528 291
1853 640 639
746 869 891
378 977 416
1828 894 915
913 618 247
890 968 622
1013 1705 366
1706 543 948
950 1782 224
260 1840 378
1829 356 611
1978 1512 594
902 913 729
1917 1892 887
531 1470 467
356 465 451
758 432 740
933 873 681
1759 625 764
1272 161 975
1824 907 415
1043 1005 523
203 901 642
1617 314 551
907 268 856
943 1853 473
1169 17 641
960 90 43
1682 147 314
444 1336 631
602 463 174
529 291 717
1168 435 799
982 299 982
48 1489 778
1479 1127 691
773 1577 271
315 885 178
825 1674 111
1037 1983 205
1492 162 819
1955 1171 952
360 257 104
946 758 951
595 1387 136
608 499 223
31 956 103
1026 740 469
97 1274 356
1049 1245 578
233 952 520
305 489 476
329 1495 730
1136 579 355
861 131 182
1938 620 313
662 151 545
331 584 289
788 1191 675
1758 238 708
539 1925 732
1264 735 976
1627 1530 134
29 217 583
1978 1689 278
1314 991 354
1392 1911 742
449 898 633
207 769 320
1026 1182 91
1083 541 989
798 365 911
771 790 311
494 312 536
464 840 989
1167 144 35
931 3 508
494 216 803
261 414 92
1424 170 462
1815 787 193
1421 976 565
91 1677 985
448 128 866
1903 437 464
1110 1904 565
1354 1534 788
1827 1183 764
1100 537 373
1613 1920 181
772 1530 359
446 1782 163
1585 281 21
1632 223 147
580 171 62
208 1815 26
26 1500 113
1677 849 343
969 1062 666
1198 1361 895
539 9 115
581 659 826
1328 196 81
94 1887 448
625 1209 357
1963 1870 835
1918 128 254
1512 1623 375
718 598 713
677 224 931
861 1794 36
726 1561 83
1290 1449 220
1067 335 731
358 1114 180
1573 1527 186
837 318 268
426 1876 738
1661 711 798
1374 1002 155
997 998 183
1694 249 956
1603 1464 14
1487 944 327
762 1551 975
980 1246 675
1260 151 283
146 1977 343
1910 1626 537
437 726 766
1552 1667 806
495 92 355
729 395 224
479 771 951
1439 890 136
231 1412 232
593 1303 562
1043 1770 339
1167 1738 210
1018 1260 344
1778 1063 235
759 1293 594
1634 741 998
1595 1880 634
1341 940 135
1271 1321 743
186 1027 186
291 91 358
667 1237 964
139 794 477
809 90 155
3 530 751
1306 195 32
569 1225 704
1271 1558 687
1291 1090 568
200 1033 319
1823 316 929
1117 1281 140
337 613 308
1597 1180 660
847 543 494
386 1169 418
608 1176 523
1350 756 664
275 10 682
215 1085 274
1192 1344 726
1353 484 384
961 137 430
482 1207 296
610 976 55
1469 880 703
968 414 540
5 1264 806
459 1212 861
1905 1073 670
1308 1105 730
1369 504 128
601 1014 251
1124 622 75
1239 1387 254
763 1939 65
656 836 689
79 336 805
1421 1918 120
1855 1591 637
1947 528 455
1487 1371 11
1991 1980 497
1402 199 701
117 152 948
337 813 129
1234 674 596
797 14 226
461 966 537
1609 1285 762
794 280 544
104 371 283
713 1730 215
1674 1908 849
1706 1924 157
1428 1444 838
1497 160 618
1116 479 973
1691 1971 376
1656 1252 407
968 725 572
1888 1455 563
1185 1183 977
764 1847 509
1110 1868 490
505 1210 344
26 1217 785
468 419 648
663 1179 689
1474 1166 196
390 266 483
817 131 521
1916 1111 279
1115 1841 126
587 635 367
1844 1336 322
5 14 421
1252 1963 300
447 1348 460
1568 840 17
731 3 670
621 1801 966
1843 1357 921
1293 1957 880
192 1114 567
140 701 979
948 429 665
1347 987 834
1429 1448 650
141 1182 915
1818 1556 423
499 728 531
428 956 775
1870 435 472
939 167 581
1543 514 537
1650 1737 625
1167 849 23
1854 1233 760
711 1989 57
1172 768 21
1414 1689 771
1034 940 73
1957 989 412
423 1748 413
1072 51 86
380 1005 980
1465 397 764
1124 1914 354
369 1705 707
1975 1307 679
1987 698 588
1242 1472 620
1402 1824 395
1833 1684 373
664 921 898
518 737 347
527 1527 13
410 880 996
839 1511 611
273 124 905
362 1718 562
1445 1878 661
538 1259 886
795 449 104
178 378 636
1703 972 262
1676 1805 343
991 706 195
1792 1789 259
875 627 29
1 1928 34
1027 1779 910
1489 1108 951
1657 522 511
966 101 375
92 875 288
950 1714 78
1568 92 216
1318 1820 534
277 391 168
672 1022 628
1199 1203 395
1565 1240 315
215 518 191
1259 829 302
1001 1064 352
248 1919 624
1219 559 549
1594 1481 434
1605 1731 549
259 1472 913
150 881 327
1338 1251 684
25 509 245
208 1570 81
1744 413 330
1925 1208 50
928 1282 352
191 1735 741
148 1561 838
1238 1661 187
900 1859 715
219 1233 916
515 717 886
1464 1679 621
1590 1764 929
66 781 493
338 402 789
891 317 417
346 585 256
66 1190 725
384 1269 576
101 1687 702
683 1146 755
9 1047 955
1873 746 735
663 1041 865
1793 748 575
175 1873 919
1107 1524 72
995 293 912
1428 1032 174
174 1857 164
852 1776 288
1156 82 46
97 1331 745
133 575 517
1033 61 827
1130 1785 194
737 253 799
736 940 484
964 1507 587
1375 1822 165
825 1022 242
1638 1503 852
411 1746 93
1847 1575 396
1411 214 385
1409 500 480
854 1808 801
1235 1517 757
1114 1748 105
1599 994 581
242 1218 607
611 1956 828
1761 990 215
521 1873 520
170 426 496
380 597 514
1154 1898 147
1279 169 917
372 10 534
1435 47 281
1866 1573 894
1206 691 728
1725 189 100
1275 1479 41
1583 1243 881
1550 901 145
1536 1800 763
1896 108 621
1368 1530 395
250 1942 64
332 169 421
1662 1737 73
438 1087 568
1289 1401 169
978 1876 941
16 1052 339
934 1820 791
1373 1379 38
1717 1192 686
1846 358 332
1696 844 974
292 1027 245
118 763 34
141 1733 299
472 1498 597
12 1230 341
481 659 693
860 1562 636
147 253 355
62 842 132
894 1214 651
1046 1026 965
616 439 261
734 707 680
1961 14 66
1269 451 405
1868 700 457
1179 816 135
1463 1661 862
1630 492 432
850 1480 869
603 1887 858
1110 1785 593
1708 1102 707
177 806 864
1635 237 455
1980 397 293
499 37 43
360 1411 718
1932 1452 946
710 1356 639
10 1118 973
206 1814 457
1131 902 371
440 1552 268
1443 414 902
1561 594 519
818 1459 664
1030 1279 140
1442 1461 569
1220 148 724
1394 1465 348
27 1728 166
153 248 225
1799 851 638
30 1639 287
1603 575 66
774 1178 791
1739 677 146
1644 480 103
1867 306 306
1473 921 298
482 858 772
618 1150 45
605 1941 278
31 62 342
438 157 729
775 836 941
1892 1742 409
971 619 442
1595 1119 452
655 31 375
1148 1792 992
765 910 344
1427 481 943
1292 677 735
597 1640 79
841 208 228
1066 906 457
894 1077 218
1309 822 907
381 302 548
392 1386 714
1966 596 523
1865 1111 576
764 1240 350
739 575 145
201 1391 903
1679 1460 874
1853 1615 398
1481 1700 205
1724 1531 549
819 819 552
1131 1798 929
1336 1191 546
486 975 64
257 385 253
390 995 463
1639 345 812
1932 1308 645
1633 23 258
1380 363 731
1901 725 606
1820 102 342
1902 881 317
956 957 818
449 1572 982
853 1902 634
484 924 243
686 1997 116
545 763 341
1442 1665 889
1200 659 215
882 969 310
1734 1293 570
358 672 997
1119 802 343
28 950 794
1143 513 230
1717 264 176
1173 1180 236
1251 363 872
120 1392 348
766 1762 486
1396 788 369
956 1521 101
1967 1891 843
367 693 105
324 1376 260
1953 2 680
1402 1992 117
1315 47 809
1912 1920 341
1350 1349 38
1071 445 463
1593 1069 471
1962 1207 44
1532 1867 165
1330 1499 703
1211 1071 373
713 789 268
718 1795 971
1797 1518 387
840 1759 737
1447 279 412
1364 1016 958
1057 1418 213
1612 1127 572
578 560 240
1639 1359 757
228 1448 723
397 1373 915
1251 1023 319
1130 318 517
1084 1115 253
1923 1766 405
1641 1642 132
1158 296 78
1591 1794 613
581 1835 376
546 70 809
869 1743 871
968 524 122
374 1766 887
1999 44 683
50 134 60
320 968 433
786 232 738
1651 1280 502
1337 247 916
709 1964 874
611 887 847
815 1357 785
1711 255 586
353 680 893
590 902 561
300 1109 736
901 1019 501
973 211 642
586 1635 504
353 1043 431
1755 48 876
1008 1936 829
278 231 771
1313 1092 620
681 479 968
1858 464 356
1649 1776 687
480 1055 464
151 1121 873
222 284 883
1394 1132 378
279 1583 643
662 460 575
1520 835 280
1681 378 756
363 1352 381
525 635 840
107 715 550
1113 793 779
492 814 78
715 1015 818
598 13 140
1995 1103 690
1753 694 452
151 295 747
609 1126 499
627 72 520
1182 690 336
742 1014 327
1397 702 619
1483 1793 548
871 1326 946
1522 68 402
447 1111 471
11 1213 474
1484 662 639
1710 1293 879
1460 738 886
23 883 338
223 1447 683
