500 50000
318 491 557
158 122 444
14 287 719
444 126 944
190 7 110
341 331 926
438 340 96
398 444 154
246 480 878
254 86 887
425 35 93
47 446 156
255 45 630
192 489 735
440 174 268
384 287 52
119 271 879
98 438 799
205 71 664
213 172 868
312 334 33
395 145 490
441 387 856
263 26 655
357 472 40
182 334 351
40 401 29
461 373 834
207 423 669
336 135 870
371 317 254
66 97 389
165 377 630
443 196 258
211 298 114
12 352 489
178 34 684
109 440 837
234 384 506
52 344 919
0 109 874
232 107 464
307 103 746
276 178 930
35 424 893
105 187 720
88 131 373
156 92 491
289 383 150
38 446 652
91 201 804
404 491 900
442 130 868
192 361 370
370 434 61
26 446 252
495 258 436
286 176 87
332 177 637
480 348 244
287 131 231
124 356 447
435 64 871
86 6 825
363 370 928
269 430 248
292 84 60
159 193 453
53 111 782
312 288 196
477 90 104
486 214 464
477 380 908
148 208 454
269 120 171
297 198 437
398 223 611
340 213 551
59 330 233
231 491 472
39 269 124
91 324 486
77 464 777
266 372 816
320 150 621
313 301 186
494 118 542
89 127 219
409 315 658
146 214 133
489 287 108
13 12 769
63 352 253
29 268 144
153 308 989
353 144 536
334 424 335
422 449 131
141 47 443
41 106 1000
220 119 405
174 19 523
4 394 756
137 228 848
216 235 246
206 299 990
130 126 119
65 231 188
208 314 913
349 373 610
447 188 363
398 307 942
298 58 181
240 171 564
404 130 943
195 174 228
466 116 284
253 176 331
417 479 184
357 321 283
184 422 876
365 334 344
387 247 804
69 218 703
135 463 331
460 143 798
350 197 549
423 381 97
413 400 463
207 341 32
74 24 696
156 396 372
258 301 519
128 98 918
49 232 120
200 35 663
36 68 639
387 169 150
332 307 576
92 329 499
72 386 349
340 401 774
288 175 898
300 73 711
332 432 203
499 28 399
353 434 869
194 13 152
181 31 492
397 380 935
302 161 107
4 305 640
382 65 421
37 22 575
273 130 644
220 85 926
193 6 598
222 254 963
336 95 532
87 383 483
280 384 586
61 4 546
271 335 707
235 357 711
285 475 739
32 158 450
399 207 957
342 286 93
394 180 882
8 222 219
25 113 518
232 184 110
185 171 588
204 38 806
448 72 583
381 211 896
173 94 524
57 221 922
285 357 453
389 466 117
445 285 112
86 449 411
470 324 686
262 202 594
29 137 624
225 220 92
33 216 831
88 295 978
97 457 213
150 90 130
359 85 127
117 82 43
216 278 239
387 354 145
183 284 875
1 231 773
410 367 220
244 65 709
14 197 689
204 412 338
282 381 612
473 329 557
116 147 49
50 446 152
362 297 128
421 339 714
480 20 564
275 171 752
416 437 763
451 52 844
161 174 665
293 483 156
185 108 239
115 53 60
198 21 189
274 455 712
287 316 26
371 159 82
319 166 194
378 319 590
90 214 377
81 97 844
107 399 776
345 120 88
55 115 432
231 313 179
379 52 634
379 104 248
22 208 895
221 421 961
220 231 30
339 164 697
93 232 264
278 118 121
456 346 842
34 309 32
356 287 79
401 318 191
108 151 464
247 261 864
337 345 488
427 226 784
483 472 676
240 139 46
305 32 900
32 215 42
202 307 344
27 428 86
112 379 556
2 34 554
295 452 35
148 254 473
403 276 265
266 147 123
400 405 823
135 373 494
468 376 492
139 499 669
168 111 446
444 114 722
364 226 838
144 325 383
123 62 973
131 8 983
478 76 927
313 439 22
171 294 654
492 403 340
128 37 969
238 237 189
111 154 660
444 359 769
107 89 116
465 335 44
404 13 82
305 418 105
498 126 877
256 475 980
161 244 373
18 216 626
253 345 324
499 362 308
426 192 865
281 352 660
307 387 293
233 190 516
283 477 949
480 289 671
51 87 413
89 445 370
411 104 243
168 454 975
61 211 956
346 288 742
79 350 835
355 444 176
315 227 621
67 490 362
32 3 683
156 89 950
492 327 654
383 108 514
467 299 542
471 152 52
12 187 969
499 456 837
241 263 708
67 322 714
485 497 150
28 145 531
463 137 604
439 435 878
243 211 816
246 41 554
383 186 292
342 377 238
62 231 490
430 457 977
146 230 374
495 243 683
245 272 209
312 136 34
242 115 651
0 309 970
289 147 257
470 169 852
177 466 789
478 498 807
223 421 455
90 487 418
59 140 610
321 301 131
250 295 214
0 145 173
295 274 410
220 386 517
76 457 624
491 299 220
61 66 76
29 447 457
483 115 338
351 436 665
232 468 64
401 224 199
227 432 237
281 210 180
219 3 996
495 407 759
161 302 220
142 42 432
461 298 632
254 402 106
186 37 976
273 410 571
472 427 858
125 32 531
5 161 358
402 51 945
280 54 385
381 158 45
472 171 303
455 484 937
11 341 484
374 99 479
297 369 199
269 24 965
406 96 341
380 37 781
327 462 730
228 235 306
242 326 601
13 446 30
118 442 969
32 218 103
342 234 212
79 460 95
121 311 198
213 240 653
245 321 158
161 114 86
325 239 911
264 453 322
106 233 95
15 92 928
178 303 472
62 387 639
55 240 329
85 371 210
11 434 391
10 326 318
344 54 751
29 330 255
378 124 304
350 210 592
291 364 242
245 157 667
106 33 562
136 29 179
160 257 221
120 435 893
203 211 526
161 167 947
173 120 941
141 240 584
469 92 740
161 201 783
414 220 743
80 403 144
373 234 283
324 7 801
307 11 260
58 388 881
92 117 12
9 179 673
167 3 238
84 36 25
163 417 357
385 456 19
74 407 630
323 428 771
100 440 485
213 219 91
77 117 408
480 165 657
28 385 575
456 137 932
114 390 492
236 164 586
313 288 136
376 460 208
258 162 21
319 98 545
68 465 554
183 172 249
14 209 77
479 24 245
29 440 662
296 149 228
498 465 277
14 430 275
324 149 138
59 90 51
76 1 630
360 442 80
84 389 602
302 466 535
162 440 514
296 20 735
221 126 437
121 56 668
134 45 18
499 284 176
68 410 778
443 229 555
213 65 75
216 7 334
193 297 529
164 307 828
435 75 699
480 403 894
25 6 484
287 97 393
309 110 294
75 260 424
378 59 895
234 310 199
357 444 786
215 55 841
265 488 369
469 10 137
454 30 444
30 171 768
235 272 587
81 137 582
170 4 450
163 282 789
449 54 770
24 83 198
329 110 705
310 100 488
219 5 279
416 338 284
112 94 736
326 148 521
211 110 792
87 34 36
487 18 50
258 3 52
333 302 557
305 246 105
236 300 735
368 496 721
485 456 955
387 24 987
279 462 12
467 254 971
151 211 229
312 131 562
353 414 955
148 125 388
170 144 248
235 172 883
22 82 899
357 82 843
129 76 401
237 18 777
485 17 864
270 204 553
481 424 254
468 317 587
194 286 958
198 469 900
77 169 247
254 299 35
192 289 385
35 59 198
419 59 249
171 211 40
175 251 205
217 453 814
349 46 871
465 234 989
2 475 620
65 238 748
207 408 184
442 173 838
2 487 537
405 209 531
373 181 268
302 316 12
415 367 47
338 263 936
260 152 837
227 345 471
4 31 968
334 45 405
31 300 927
128 257 719
187 200 348
107 323 690
184 221 984
242 43 663
165 241 299
288 138 226
5 205 545
359 172 823
416 214 428
355 263 829
354 429 972
416 14 994
461 114 71
204 377 108
270 274 1000
130 381 312
313 137 216
155 472 482
452 388 54
52 97 397
94 458 586
284 293 173
420 436 952
261 281 342
300 34 602
146 20 337
23 38 626
6 308 482
31 456 107
267 31 797
480 54 281
442 491 790
174 450 304
184 140 786
337 417 408
355 288 335
152 30 386
240 392 781
111 234 548
182 307 136
320 297 451
228 97 475
231 293 848
324 51 998
333 324 360
155 120 375
429 229 626
281 53 256
300 117 534
440 403 987
5 339 707
102 173 534
179 139 721
200 470 938
268 386 577
456 119 59
108 83 593
409 378 202
467 368 774
474 82 173
367 295 197
143 424 685
223 209 737
290 279 129
54 73 212
55 284 475
26 215 868
369 127 534
200 379 396
469 52 138
185 76 100
343 377 633
393 162 558
108 198 380
109 161 63
349 292 635
440 390 27
33 179 802
357 379 401
88 346 523
90 127 772
351 100 554
369 55 897
84 29 231
4 359 348
79 492 132
237 355 412
133 370 63
181 153 451
225 303 612
183 482 48
223 259 741
310 104 63
171 57 738
103 151 404
11 467 980
424 449 202
203 69 610
454 21 892
491 82 656
137 41 120
139 404 507
49 234 925
126 305 150
282 208 599
282 323 156
120 469 834
326 81 386
245 459 26
222 497 721
141 475 992
364 145 60
143 254 731
290 83 211
356 51 969
204 56 776
389 41 88
65 368 916
82 363 818
105 34 827
220 355 808
254 11 183
205 444 984
314 194 77
135 451 526
482 100 860
43 478 542
318 164 805
380 360 424
309 396 621
340 274 464
201 348 556
218 435 373
322 10 774
473 276 320
207 77 168
334 278 500
170 16 330
413 472 570
78 85 917
12 357 283
124 253 687
346 311 700
402 110 442
240 87 333
338 262 827
373 289 867
483 473 457
311 414 930
111 122 383
265 310 180
407 8 948
323 243 595
366 437 972
358 491 241
476 240 354
177 490 736
275 358 607
289 292 909
436 376 692
19 415 939
209 22 757
440 68 741
323 333 391
311 255 715
494 168 928
13 344 490
414 235 848
84 176 32
111 101 454
485 153 685
59 123 208
34 180 691
211 307 199
250 246 101
171 358 917
6 92 375
302 12 113
346 233 674
141 453 557
7 495 609
177 344 589
272 29 671
417 390 728
144 136 662
311 172 23
484 482 58
43 394 181
316 155 684
434 146 982
355 349 661
355 483 962
164 68 565
271 479 452
389 476 934
30 395 282
276 240 715
23 496 156
126 193 342
155 309 832
44 477 726
0 239 501
140 292 223
3 43 483
379 385 678
236 321 329
251 192 12
439 258 40
210 470 661
305 368 347
49 339 195
231 304 391
380 225 322
428 472 124
23 94 63
184 475 862
17 342 448
44 73 10
177 245 429
79 308 177
257 292 429
484 291 371
462 454 376
34 147 502
250 407 709
300 345 758
465 103 304
491 289 723
323 209 436
199 13 531
352 219 867
494 233 138
261 298 321
401 391 87
487 444 517
490 312 375
243 93 840
0 493 331
282 450 485
179 3 37
151 470 397
147 40 799
491 446 631
363 452 622
487 431 292
234 352 274
484 417 619
125 56 10
86 94 347
166 280 865
158 221 716
199 73 541
347 70 671
80 134 592
425 86 864
3 45 512
487 385 167
249 199 784
98 392 921
240 127 646
231 272 363
322 441 794
112 18 226
78 45 26
314 201 98
175 300 37
80 233 209
202 120 137
292 179 183
413 381 992
49 420 408
173 209 197
392 231 967
207 414 654
111 66 946
446 437 762
89 257 313
231 473 804
177 18 413
483 104 775
257 110 866
272 249 973
205 142 367
276 372 922
109 310 855
200 189 545
288 246 902
16 272 647
102 415 139
325 147 271
273 374 286
321 428 518
450 175 389
412 448 609
432 131 87
71 74 461
133 77 847
274 128 947
178 336 163
284 230 725
166 146 190
456 345 219
203 135 607
269 466 146
293 365 522
210 247 633
121 446 711
286 499 354
442 443 607
48 230 392
32 399 750
67 226 817
350 291 961
488 81 476
80 430 943
487 361 182
308 211 85
293 3 440
37 231 559
206 487 71
221 401 293
174 410 920
223 34 234
333 302 355
364 425 807
264 394 53
204 427 670
129 119 529
316 77 936
364 279 771
262 479 684
212 120 638
341 427 745
360 223 58
412 217 87
70 497 131
419 88 774
171 387 790
371 232 68
453 461 846
302 322 197
318 377 210
315 65 483
303 312 909
290 143 72
478 100 812
428 285 262
12 180 507
391 314 870
7 380 57
254 334 807
115 372 335
132 291 27
327 430 575
389 431 257
349 144 879
477 411 767
101 91 66
241 419 902
10 301 434
433 330 246
249 70 620
204 422 835
316 231 971
38 31 162
213 436 531
389 196 27
59 221 655
347 203 268
265 330 454
442 303 115
313 237 440
360 58 158
194 256 208
297 27 694
84 182 527
269 364 369
489 121 473
268 480 61
474 106 752
158 393 882
230 50 661
16 375 346
324 140 25
69 196 932
211 296 433
217 20 332
36 498 500
332 153 189
401 6 625
333 31 149
342 264 347
388 367 186
212 89 638
180 197 166
272 331 31
275 167 592
343 100 747
104 444 280
335 394 840
483 80 876
445 168 653
297 484 896
384 94 669
392 332 280
318 180 34
435 161 88
205 190 560
454 205 627
374 226 486
97 82 96
14 145 829
27 472 87
423 15 977
462 276 507
167 259 194
197 325 637
73 467 122
265 63 895
205 328 339
388 49 462
95 28 124
224 177 798
261 188 648
418 122 892
359 267 582
399 492 886
246 345 654
96 78 414
180 495 118
492 154 944
298 319 313
263 259 633
112 276 418
209 279 363
293 484 891
71 316 107
15 455 701
359 17 240
388 195 597
228 304 457
222 463 510
442 452 932
429 158 61
344 455 842
225 299 671
11 464 293
370 318 229
42 291 657
294 283 943
182 1 69
233 134 243
312 302 64
487 197 822
48 390 230
28 17 780
320 124 831
315 127 460
148 222 644
289 284 429
167 453 229
179 323 151
312 436 777
384 478 412
53 262 61
239 88 127
465 324 907
464 25 374
191 4 173
104 18 574
363 230 976
369 426 740
40 408 122
101 387 930
147 477 428
132 14 623
159 241 47
84 141 604
356 291 92
429 262 629
140 248 78
18 357 605
65 145 363
0 403 414
233 25 961
182 65 139
218 369 669
392 426 106
448 191 992
267 137 134
105 141 842
38 98 426
336 41 698
341 416 58
48 90 29
486 283 52
468 325 18
141 349 740
2 91 158
343 360 106
121 422 839
294 368 778
120 264 443
302 245 365
498 149 446
294 383 706
390 351 477
255 495 991
312 2 211
286 257 332
390 213 667
497 199 338
371 78 785
433 393 655
62 261 207
37 200 106
430 244 163
132 157 700
193 440 647
3 265 279
248 257 305
123 85 384
50 494 112
165 451 843
387 26 69
333 158 394
266 308 407
157 80 161
173 415 947
303 339 866
83 432 829
200 134 129
422 317 699
349 104 728
26 66 410
179 156 400
233 108 481
30 323 689
272 45 799
331 472 271
374 461 703
409 428 33
135 116 935
499 460 515
328 241 646
227 196 962
430 373 27
76 230 764
309 40 784
128 487 820
151 110 247
471 350 582
180 144 974
174 335 733
25 284 817
374 4 358
441 209 860
63 299 486
12 102 894
436 245 721
123 377 243
275 212 514
244 156 100
257 27 558
126 347 856
189 108 879
226 144 15
231 255 368
111 427 163
453 396 75
46 66 668
280 203 844
373 250 378
373 444 771
315 143 128
346 408 360
203 449 517
492 195 610
351 88 874
194 479 934
153 235 973
290 256 703
304 375 40
174 57 65
115 255 124
134 131 806
139 92 955
169 269 759
474 107 773
471 361 708
163 104 335
307 214 711
414 131 780
76 473 629
449 287 165
80 205 878
356 182 478
162 461 529
433 431 40
23 224 507
244 221 928
24 272 331
475 148 229
345 314 325
71 172 191
110 121 413
387 186 245
63 289 837
332 457 370
157 193 667
154 444 438
100 2 797
157 426 596
362 289 903
27 407 415
319 189 845
350 426 736
284 294 660
169 458 621
160 198 295
275 85 197
101 292 959
408 115 661
70 58 161
315 292 250
103 66 143
249 495 522
491 426 186
323 498 860
183 174 101
215 98 752
492 33 471
160 324 873
268 271 422
330 80 126
312 244 411
109 109 988
362 106 303
266 244 377
321 139 944
497 464 702
206 323 669
65 147 49
456 12 571
482 297 963
72 32 82
447 357 674
286 190 153
349 249 725
342 53 236
481 461 634
359 184 419
64 426 547
115 90 551
372 111 699
337 114 94
193 417 12
199 468 519
188 359 168
152 75 627
81 203 284
285 106 499
194 216 698
310 191 722
467 164 19
71 67 437
349 158 946
361 180 556
99 275 160
248 91 691
310 325 520
286 397 486
123 469 429
12 465 746
123 422 661
13 448 407
234 399 815
394 289 556
404 358 247
3 333 496
462 450 804
113 20 363
268 43 513
18 211 617
205 68 395
43 140 916
34 448 818
14 322 936
46 342 820
296 263 93
495 222 339
373 168 719
440 444 186
22 175 278
243 379 635
355 421 279
435 491 525
381 425 666
164 212 628
260 251 107
242 390 89
28 435 467
7 473 48
185 316 142
424 350 798
225 153 343
456 76 947
327 38 588
190 44 209
118 451 734
121 170 263
440 195 457
291 173 75
235 494 938
142 272 783
497 227 201
384 279 94
275 317 575
41 192 940
25 400 471
183 265 655
266 485 597
291 328 41
132 473 997
107 272 523
283 323 651
27 60 609
286 431 705
111 97 699
12 212 794
228 321 930
150 208 170
483 217 47
485 80 950
406 283 34
360 256 855
235 228 942
105 204 472
458 472 424
390 49 835
105 110 979
396 355 550
210 476 666
430 0 824
431 495 193
485 204 349
30 105 547
467 438 972
181 184 268
236 151 829
253 299 778
458 309 607
241 105 549
499 371 889
244 90 347
276 227 801
216 201 864
66 31 764
483 238 822
172 221 889
474 115 948
116 170 792
42 355 206
489 276 903
5 57 803
132 168 960
380 189 271
250 219 966
208 1 497
249 250 290
435 132 344
434 173 263
462 129 16
94 365 281
146 86 184
340 137 110
311 95 858
482 110 169
406 246 941
382 3 262
207 346 298
56 486 726
334 208 252
318 245 720
182 109 221
279 323 397
384 162 101
129 3 513
362 294 659
468 476 744
444 4 46
43 486 785
4 476 810
470 141 142
32 120 631
357 131 823
311 258 190
167 57 465
463 195 751
474 286 499
134 194 770
377 216 23
21 117 613
414 136 235
377 284 918
260 409 765
41 122 968
378 174 996
222 494 705
345 208 581
44 453 222
338 80 790
79 356 644
436 101 90
369 81 37
425 307 493
59 310 187
210 236 997
361 301 42
382 170 351
486 431 823
10 287 272
84 29 645
392 330 517
489 168 90
132 364 110
453 352 449
26 361 679
477 177 885
151 482 337
257 231 906
225 226 896
230 442 812
297 368 476
343 304 130
162 268 130
157 445 18
169 252 19
91 61 624
267 19 552
374 185 393
469 349 245
338 172 814
6 122 39
31 484 658
384 490 949
28 442 606
474 145 179
463 100 454
12 213 549
324 223 956
170 183 949
249 370 804
168 116 921
177 150 991
427 274 412
362 32 24
123 16 963
312 471 923
15 168 260
83 103 636
276 216 998
478 30 880
149 405 415
61 361 530
364 223 18
82 352 51
454 215 114
75 321 24
98 217 810
182 435 14
385 301 827
51 327 220
172 423 732
124 460 18
204 229 291
236 366 296
231 354 324
409 58 331
305 212 318
47 246 710
116 82 759
37 305 903
392 292 666
431 294 26
313 103 984
34 413 911
299 61 51
31 407 10
197 163 314
391 457 913
476 425 572
460 104 55
46 349 538
239 299 802
398 186 679
167 264 152
492 208 25
56 307 776
48 427 505
118 15 663
162 164 409
166 35 868
78 484 155
396 184 348
169 354 374
263 468 873
317 445 455
156 17 814
370 202 77
74 474 874
439 96 701
166 51 317
243 407 760
484 28 864
325 65 790
475 212 335
17 257 470
176 466 566
244 179 463
219 50 341
495 144 942
177 330 846
370 356 664
337 311 131
388 189 48
354 394 887
474 339 216
234 350 522
379 8 564
11 63 366
215 113 536
462 151 866
388 167 634
334 111 892
349 216 987
45 361 466
328 294 777
76 87 858
392 58 520
26 313 931
365 167 682
140 53 828
474 352 858
107 46 85
388 418 252
195 76 870
102 37 27
212 209 485
418 390 136
325 114 159
144 143 627
102 190 548
163 205 167
290 487 713
68 383 144
182 111 688
157 150 741
324 355 272
247 455 554
424 163 117
210 212 731
108 75 761
345 175 378
345 13 11
92 276 343
154 177 265
271 128 37
188 269 229
362 71 516
252 301 507
129 326 914
471 407 590
336 33 192
358 271 999
215 259 355
473 491 891
16 414 362
293 364 850
134 110 316
317 230 309
127 394 232
328 228 345
485 39 325
416 75 990
258 451 988
390 132 729
102 282 916
431 246 188
454 28 242
112 261 933
434 46 944
434 478 693
90 458 838
152 126 601
450 96 960
378 150 17
211 350 797
366 493 504
112 118 425
332 195 261
241 72 852
0 388 705
26 46 755
289 139 560
476 106 861
101 400 477
259 171 771
369 493 487
320 34 836
196 467 773
403 144 867
226 261 974
478 484 258
249 78 666
123 356 356
118 396 23
171 26 780
300 35 509
227 479 207
301 93 902
376 110 404
319 43 313
370 130 657
96 292 444
447 440 976
191 440 621
424 463 172
342 418 643
193 189 932
157 161 686
64 483 888
118 172 723
157 115 969
403 371 271
177 365 118
490 21 815
20 413 941
290 117 875
309 41 211
260 393 813
106 18 65
145 302 269
242 418 284
409 416 415
398 287 269
95 103 285
1 440 37
456 124 248
210 288 105
210 5 709
72 249 628
270 12 215
87 61 940
371 326 450
418 155 242
446 222 25
64 490 876
354 401 412
276 318 102
190 160 627
196 316 43
384 434 986
77 195 505
303 242 407
354 310 564
209 103 581
377 436 118
392 393 377
169 321 442
430 26 626
188 121 813
284 106 72
479 367 180
338 53 898
389 230 424
358 266 10
363 438 550
155 353 369
244 11 264
409 255 153
481 56 507
209 341 443
0 66 57
131 303 60
154 84 915
313 364 679
219 405 383
130 434 264
411 209 91
365 329 545
154 58 96
83 333 156
149 310 168
101 214 832
145 302 332
116 120 69
38 350 605
160 328 847
231 66 716
64 283 827
320 9 122
311 172 231
386 329 445
17 105 991
123 245 222
119 470 234
137 80 935
241 349 877
92 156 597
97 53 432
98 32 899
395 177 417
255 163 235
309 342 916
86 395 871
238 491 98
236 181 73
172 296 921
204 105 67
378 16 969
31 223 247
376 467 212
477 167 461
63 281 989
463 179 312
47 237 773
143 20 805
237 499 433
302 419 681
399 285 86
267 299 451
307 423 868
181 467 617
80 302 143
295 420 310
408 304 476
51 376 839
274 68 121
454 490 542
27 76 14
224 60 657
159 21 301
45 168 771
433 402 127
164 37 183
497 167 602
405 47 338
106 195 785
415 496 508
317 450 91
270 1 521
340 174 227
104 245 812
423 138 785
227 204 795
442 90 310
56 209 729
50 429 320
165 101 138
450 93 434
28 47 160
388 383 432
462 317 816
208 455 517
182 364 911
449 311 621
235 355 25
306 161 677
172 217 185
136 163 404
360 21 781
193 182 62
499 340 32
257 244 831
257 132 622
482 181 618
322 397 571
159 5 875
97 379 341
315 56 795
449 246 115
339 22 946
140 412 312
141 126 396
373 453 223
424 425 45
152 263 400
486 459 718
200 97 515
5 257 333
235 95 890
470 475 146
457 3 728
177 405 844
443 36 870
456 243 293
155 96 162
61 460 991
1 8 253
170 109 36
474 96 502
189 139 923
149 476 196
350 411 20
292 369 792
103 335 249
12 366 855
468 483 942
473 283 765
89 12 41
111 321 18
114 227 139
154 203 897
213 346 319
162 323 970
350 391 307
78 394 487
133 258 290
267 5 154
434 113 253
459 236 336
79 364 830
377 312 988
265 203 478
61 299 134
296 326 968
88 312 639
261 48 939
468 389 443
192 312 841
119 7 398
13 390 591
380 44 755
302 139 297
413 77 49
471 182 594
50 467 19
147 7 467
182 459 95
366 272 250
69 316 465
76 164 926
192 489 500
93 382 971
226 427 742
245 75 152
23 281 351
454 245 432
499 233 303
393 67 242
9 162 934
354 263 203
391 417 340
217 261 912
253 427 13
401 133 54
445 492 596
400 358 823
186 383 514
435 29 564
446 416 655
198 386 488
310 165 580
280 57 676
150 182 206
14 166 763
396 158 142
320 106 371
304 231 675
227 288 784
376 225 691
334 5 923
60 84 594
335 359 350
396 44 633
178 112 765
47 81 278
182 466 803
196 21 308
329 367 668
408 233 578
87 162 52
385 487 388
278 36 475
32 253 650
277 57 390
25 458 170
13 117 147
105 477 67
359 175 538
154 1 459
488 169 285
132 419 467
170 260 110
471 227 42
481 492 371
321 284 249
459 98 131
170 90 822
289 85 312
18 63 717
17 123 852
353 467 479
383 271 121
399 232 572
92 127 595
497 430 275
430 398 284
317 351 994
261 321 395
132 89 855
295 140 385
307 400 485
453 235 247
73 338 995
61 27 658
6 374 143
145 202 733
221 220 338
330 366 425
73 360 636
492 417 996
454 20 10
89 107 481
259 374 808
488 97 262
354 411 546
237 441 192
325 378 293
67 32 762
353 288 329
174 21 680
144 443 57
218 336 735
336 219 229
438 282 638
43 194 589
401 311 597
73 199 798
108 329 606
89 103 345
131 490 324
292 47 685
217 353 23
367 464 551
389 426 824
98 120 94
497 81 629
78 396 264
413 430 428
246 245 161
64 339 556
179 129 773
355 128 122
15 270 998
16 408 507
488 461 91
417 337 122
220 436 856
340 103 379
421 65 130
314 90 673
276 332 149
165 290 41
303 106 907
275 334 775
50 90 431
69 327 900
160 206 906
408 190 252
340 46 612
125 30 929
307 215 872
217 401 746
210 188 971
260 372 936
182 44 590
456 7 71
23 369 443
346 66 468
281 121 490
25 62 578
294 358 726
460 208 627
365 448 575
251 243 73
322 121 152
471 211 14
13 490 526
290 468 643
214 462 390
436 491 525
129 184 932
180 155 161
353 141 957
60 343 439
376 97 910
173 4 37
14 164 632
172 411 438
96 496 694
187 300 28
405 466 856
130 340 138
432 464 38
135 371 411
479 67 503
293 318 27
172 163 504
7 369 276
146 168 979
102 441 972
37 238 904
273 354 634
87 295 288
126 215 619
308 241 647
295 345 59
250 309 538
327 201 615
224 99 325
72 255 863
361 428 263
119 387 163
434 471 189
147 100 857
370 487 138
21 118 971
448 138 550
393 244 484
194 446 165
435 269 199
127 400 30
68 84 123
185 369 476
453 340 783
399 211 50
193 202 841
262 33 925
307 372 460
153 443 102
448 396 909
236 284 802
228 482 333
436 80 655
67 293 584
418 446 377
447 36 816
195 19 867
135 473 180
426 101 160
369 440 646
343 183 165
12 457 948
14 408 859
14 105 763
137 47 150
73 495 253
483 184 721
486 184 596
439 134 373
2 474 82
330 370 708
414 121 33
40 170 932
65 403 117
144 111 223
73 358 482
220 313 212
165 161 574
60 472 725
459 339 728
42 377 220
321 148 833
400 323 756
276 152 756
150 227 770
116 435 729
358 333 920
97 137 137
171 251 713
150 386 163
470 269 123
66 114 465
294 105 282
13 407 51
224 470 109
82 499 952
154 96 316
101 17 744
277 45 459
261 128 977
498 416 526
480 39 317
44 106 104
239 494 55
113 455 292
81 252 769
166 218 94
444 223 334
34 265 914
32 221 10
427 304 997
358 253 964
16 216 567
179 282 481
369 465 594
259 348 102
465 438 715
55 96 594
298 296 258
79 83 223
406 249 309
22 365 110
184 209 218
398 98 303
8 459 492
134 351 849
101 84 390
387 44 482
1 452 684
12 485 620
7 362 864
232 404 820
54 485 904
63 111 737
476 222 70
360 358 564
171 307 83
194 449 201
353 337 165
446 394 734
467 363 241
262 230 284
465 190 364
40 283 400
224 233 332
20 202 137
162 446 992
378 106 970
203 469 828
416 438 227
496 378 266
451 268 471
68 438 187
286 411 503
141 22 361
428 348 45
35 103 332
235 334 951
71 239 369
16 245 476
454 447 530
22 90 76
394 125 603
136 409 573
14 218 295
69 247 209
100 384 177
269 289 168
66 80 336
478 346 972
19 144 230
259 431 278
113 47 32
102 442 262
88 382 805
49 347 870
156 352 844
280 428 693
108 157 905
216 487 918
224 493 250
215 20 987
294 50 391
128 473 29
146 220 664
278 168 639
350 173 117
359 243 890
256 453 923
146 398 838
213 469 623
355 250 386
116 40 157
254 109 748
405 71 66
