1000 75000
51 87 834
262 268 478
575 671 133
65 983 399
579 909 110
575 92 489
372 58 496
14 823 272
424 131 886
32 79 121
651 297 875
498 961 688
938 570 397
904 186 537
132 730 727
595 743 661
297 59 638
566 351 877
768 957 455
431 95 556
252 875 100
542 528 81
171 781 182
5 601 80
383 652 364
526 113 822
355 40 637
658 4 816
778 858 99
931 147 769
732 690 126
424 270 539
270 832 705
234 898 869
857 204 65
938 629 825
221 267 684
508 11 704
888 133 322
12 239 64
820 316 886
342 123 194
494 781 287
575 638 345
333 138 52
106 773 614
447 328 124
559 859 817
739 509 733
66 610 386
433 808 38
549 105 907
431 516 774
537 401 574
645 653 812
200 961 86
138 119 459
383 186 136
451 540 537
729 265 488
715 532 506
443 396 808
559 281 255
327 718 138
802 393 711
586 770 171
978 587 446
778 601 990
187 768 895
246 547 10
294 204 956
432 24 201
695 295 511
132 180 352
269 697 320
757 498 740
614 988 863
496 43 87
158 59 66
1 242 632
909 856 851
472 142 754
857 590 284
263 683 972
808 95 220
973 858 877
392 379 936
744 314 783
464 993 969
827 463 983
948 859 704
342 258 531
585 349 704
758 3 693
414 304 302
536 741 474
761 469 103
168 273 804
582 458 131
908 806 613
967 529 973
105 495 974
204 390 100
583 670 114
562 850 138
843 570 352
851 867 713
673 82 169
337 847 415
391 776 934
649 578 79
609 444 138
671 941 793
449 195 122
491 171 689
536 83 524
153 115 543
8 734 650
662 386 313
356 405 804
896 363 528
818 545 366
294 948 282
936 707 764
535 624 992
820 989 868
725 511 542
116 859 502
718 214 418
55 947 151
835 495 349
54 564 114
963 205 302
274 19 758
795 818 284
649 757 934
542 184 655
875 54 747
413 377 617
403 44 453
205 100 974
635 481 97
166 415 854
191 178 484
208 432 63
729 655 573
812 15 129
480 727 304
335 249 204
875 424 759
733 855 547
923 208 327
60 2 110
111 724 329
963 117 922
649 972 954
137 183 91
520 948 607
528 863 695
83 823 625
702 335 766
767 358 894
55 697 182
436 791 623
686 292 119
487 983 522
108 805 416
852 319 86
735 113 527
307 37 585
388 5 291
133 937 401
113 556 898
223 133 904
573 975 657
57 688 530
82 930 350
478 782 339
866 780 847
869 193 531
84 441 37
559 612 136
972 254 161
554 586 144
786 686 894
972 888 404
367 908 72
650 404 690
871 161 559
827 999 980
135 961 264
697 538 819
511 888 775
9 593 680
906 837 963
612 745 468
68 140 948
227 241 766
712 271 322
747 731 526
43 169 140
237 994 810
528 836 465
707 644 961
159 791 929
149 58 889
849 549 60
793 72 249
864 755 718
535 262 429
61 901 264
893 648 674
226 619 890
790 457 322
915 768 379
817 236 434
805 755 958
492 776 753
979 588 480
29 214 92
776 589 906
809 276 566
124 203 44
113 181 854
928 283 143
255 484 399
241 381 905
754 939 914
85 6 642
718 964 869
766 935 803
329 456 152
244 737 188
166 764 294
718 622 102
845 674 742
287 344 900
933 279 418
320 851 508
441 57 58
89 461 142
261 647 819
861 267 622
255 116 354
575 497 878
156 43 667
474 944 310
59 376 878
656 510 441
861 423 242
387 974 525
45 503 746
580 24 463
705 704 587
540 802 61
147 647 196
89 431 795
895 347 297
570 993 30
787 158 79
672 208 952
986 297 288
678 565 244
285 581 718
504 100 291
327 466 956
834 761 956
238 492 517
843 391 511
358 683 702
160 436 692
650 708 490
404 580 516
302 386 137
126 434 738
343 494 487
44 677 117
759 507 437
531 73 162
425 971 723
860 250 645
773 384 11
426 232 621
446 49 159
822 550 831
14 353 642
251 457 583
578 750 159
691 556 978
9 403 844
363 962 169
447 852 851
568 1 655
726 858 791
308 664 725
540 480 509
249 594 482
366 532 650
953 350 63
425 316 97
86 581 319
23 819 296
828 62 776
253 87 883
735 408 224
98 449 455
242 596 776
599 16 193
77 660 20
90 364 381
922 954 124
56 681 461
433 158 729
865 175 732
262 406 636
324 663 154
502 525 753
477 889 673
964 255 25
784 581 18
533 293 600
386 918 828
198 166 387
948 116 697
779 764 571
690 488 932
891 477 295
582 340 136
493 706 893
221 803 985
848 481 571
323 652 817
783 572 437
766 64 405
438 757 974
815 984 283
906 104 704
954 398 794
122 99 784
874 52 512
347 766 16
375 604 63
979 807 199
368 989 829
599 360 993
102 632 717
1 225 701
348 936 87
392 892 303
747 325 823
647 572 870
681 680 261
705 762 952
118 766 971
234 39 403
262 142 207
606 729 933
794 492 164
856 12 900
473 924 853
948 699 597
622 125 583
541 140 670
954 236 768
321 856 178
483 887 302
885 535 376
786 414 543
456 463 464
325 842 285
132 743 900
841 590 650
392 665 109
851 653 910
990 201 117
962 548 986
311 883 253
253 247 601
871 736 843
392 470 823
852 746 68
618 895 468
784 451 359
828 765 131
2 714 776
436 918 509
444 662 238
814 446 229
743 18 804
664 133 949
552 338 282
222 833 466
922 956 385
573 779 474
649 378 556
364 508 457
905 545 206
159 917 820
315 434 904
898 206 923
765 172 350
570 663 882
568 266 742
657 371 599
744 236 437
660 240 289
399 928 464
779 522 131
467 336 959
985 717 485
754 603 357
901 981 192
936 42 278
497 901 481
980 330 710
857 636 338
493 254 647
814 728 111
392 126 351
547 29 738
502 578 522
648 336 768
172 152 418
284 870 541
34 128 695
330 250 549
665 121 694
290 87 189
414 260 431
880 814 43
400 937 957
40 555 907
827 586 823
170 88 77
589 277 985
588 798 764
922 274 174
571 847 703
723 630 480
975 508 22
13 848 644
438 475 634
2 530 641
881 954 35
207 537 291
50 626 973
862 278 253
796 237 14
74 534 359
608 659 18
295 923 930
600 74 894
363 619 821
553 251 858
25 303 295
520 369 25
956 317 375
277 416 153
964 246 162
858 180 461
494 678 708
259 2 683
519 789 835
262 402 87
319 995 276
508 486 274
909 332 564
306 597 642
765 359 929
226 465 537
146 48 652
622 199 440
29 71 782
540 749 789
86 758 98
799 726 18
805 285 588
907 387 217
209 779 915
224 229 876
354 901 339
256 650 178
614 794 167
305 710 79
618 369 310
196 70 802
35 197 377
284 149 621
37 101 258
246 551 486
565 146 612
419 396 709
235 641 513
164 866 602
179 387 830
314 281 890
553 121 252
844 277 356
64 430 149
685 910 510
10 420 892
901 531 327
13 725 168
273 454 756
838 983 319
607 755 382
399 122 308
282 960 371
624 267 998
154 119 729
375 965 518
948 474 227
333 177 499
986 501 574
23 625 516
346 673 54
159 697 422
187 779 176
928 318 569
881 954 589
769 181 10
256 214 242
340 317 220
663 17 992
903 583 604
324 980 863
292 324 802
244 316 163
486 835 463
808 909 382
858 37 335
413 568 468
829 398 868
479 591 173
635 523 190
259 582 949
768 806 192
249 234 579
328 261 50
611 806 376
920 934 480
315 712 939
12 271 633
230 403 446
948 857 208
437 947 843
444 93 136
180 902 212
770 595 328
870 478 576
814 647 645
394 262 626
138 392 699
192 705 536
144 121 213
39 54 782
42 722 226
952 178 723
535 894 800
500 728 613
714 947 169
423 674 733
412 663 971
36 141 949
290 103 549
771 805 153
162 469 245
364 43 107
710 880 667
348 278 782
636 552 230
206 882 997
605 304 468
197 967 232
742 567 206
950 672 291
214 284 418
768 196 302
761 382 463
715 577 141
103 228 447
437 327 563
97 537 145
509 845 73
876 207 60
146 415 364
21 533 478
162 724 176
845 960 847
301 361 660
857 576 861
891 240 354
865 473 757
199 390 254
199 868 897
264 834 702
825 173 713
672 158 296
942 560 985
725 973 557
30 230 222
144 275 668
715 302 390
835 843 318
565 3 338
502 942 451
536 315 729
213 769 355
358 198 401
303 787 259
725 955 723
60 137 196
365 4 936
400 286 236
890 150 52
834 349 200
253 189 597
638 672 591
77 658 991
977 98 599
821 260 587
716 505 603
5 220 143
668 221 372
869 845 75
227 585 283
207 525 951
324 628 456
703 814 97
306 924 79
921 924 244
178 65 854
565 914 902
740 29 938
251 567 63
596 281 717
73 188 1000
174 317 612
407 115 387
459 710 449
345 496 772
100 328 741
999 497 100
537 167 701
624 623 855
535 57 690
849 400 714
4 464 668
977 72 199
144 850 610
485 706 438
743 72 784
497 562 266
49 758 394
213 841 797
607 745 923
861 558 89
582 913 63
679 553 209
638 223 981
642 151 371
243 266 575
7 274 198
370 426 923
765 560 914
483 445 635
435 875 382
482 899 469
354 170 273
870 920 798
754 205 483
599 432 123
158 879 135
994 627 577
702 655 96
886 559 568
560 278 340
512 846 214
765 503 10
820 104 243
237 438 528
853 418 468
647 659 894
245 220 469
453 293 887
137 17 453
737 770 20
448 633 90
161 280 720
339 734 954
649 519 533
230 828 306
745 342 697
762 573 990
31 13 700
186 865 397
352 213 843
451 668 331
567 493 209
501 734 158
235 791 630
42 966 902
962 435 663
278 159 659
255 58 618
163 70 134
43 780 802
257 874 309
667 80 678
509 625 37
708 786 694
600 939 200
208 184 604
602 856 649
873 794 663
511 748 68
64 988 387
303 806 787
291 289 110
272 31 988
493 881 665
569 451 834
479 956 440
227 570 188
526 659 316
985 141 810
233 619 811
842 494 733
165 157 501
159 838 581
318 581 419
369 87 169
227 939 435
806 366 966
203 876 357
779 714 687
255 931 684
115 530 37
97 94 602
751 351 523
808 559 974
809 992 800
685 265 358
691 947 964
231 758 202
711 745 407
492 611 592
281 472 243
381 77 50
751 730 976
900 998 518
7 954 921
462 343 77
802 682 956
798 309 465
810 131 399
903 246 865
849 608 364
93 987 900
348 922 618
99 64 351
588 410 446
465 730 586
130 35 945
657 430 243
185 900 140
183 767 996
884 825 919
904 684 989
212 367 799
662 679 718
651 576 655
787 565 968
200 83 864
421 64 800
807 351 712
793 788 876
169 586 421
299 555 306
804 543 587
565 936 723
194 214 399
115 993 267
686 370 273
719 891 93
318 479 302
467 581 926
395 454 795
69 282 802
988 409 909
499 623 163
814 897 816
343 814 916
178 144 256
34 86 735
102 863 455
855 439 248
49 300 284
701 920 481
116 831 711
77 190 46
525 220 751
322 849 12
88 241 916
244 804 356
679 793 552
758 575 33
951 385 785
569 890 901
88 418 153
367 586 293
925 887 150
478 655 713
202 128 464
534 957 916
412 587 22
423 32 920
239 408 746
496 812 248
416 584 605
589 563 34
233 950 467
753 817 99
780 908 56
173 4 691
326 847 721
997 562 90
397 140 470
423 582 701
771 27 20
13 65 136
172 282 533
108 474 609
536 786 556
432 405 157
965 610 234
680 751 258
715 86 305
896 12 119
425 672 987
893 740 516
451 904 30
940 189 782
815 630 226
149 326 38
640 101 834
714 781 365
258 136 779
298 175 541
966 407 575
873 993 316
171 18 731
790 164 283
536 596 40
122 514 670
797 603 129
336 971 495
40 252 349
234 191 758
374 938 875
565 112 794
685 306 573
768 810 73
530 456 356
42 70 64
874 691 97
806 234 639
328 585 510
594 271 365
434 51 504
229 685 937
757 740 538
696 972 628
188 88 378
881 4 365
210 99 740
46 161 586
575 987 966
221 111 726
292 321 385
463 474 20
196 505 884
445 926 480
596 920 911
16 907 743
550 700 690
175 913 439
279 834 654
264 549 898
977 629 331
762 108 438
908 527 249
